"","UNITID","OPEID","OPEID6","INSTNM","CITY","STABBR","INSTURL","NPCURL","HCM2","PREDDEG","HIGHDEG","CONTROL","LOCALE","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","SAT_AVG_ALL","PCIP01","PCIP03","PCIP04","PCIP05","PCIP09","PCIP10","PCIP11","PCIP12","PCIP13","PCIP14","PCIP15","PCIP16","PCIP19","PCIP22","PCIP23","PCIP24","PCIP25","PCIP26","PCIP27","PCIP29","PCIP30","PCIP31","PCIP38","PCIP39","PCIP40","PCIP41","PCIP42","PCIP43","PCIP44","PCIP45","PCIP46","PCIP47","PCIP48","PCIP49","PCIP50","PCIP51","PCIP52","PCIP54","DISTANCEONLY","UGDS","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","UGDS_NRA","UGDS_UNKN","PPTUG_EF","CURROPER","NPT4_PUB","NPT4_PRIV","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT44_PRIV","NPT45_PRIV","PCTPELL","RET_FT4","RET_FTL4","RET_PT4","RET_PTL4","PCTFLOAN","UG25ABV","MD_EARN_WNE_P10","GT_25K_P6","GRAD_DEBT_MDN_SUPP","GRAD_DEBT_MDN10YR_SUPP","RPY_3YR_RT_SUPP","C150_L4_POOLED_SUPP","C150_4_POOLED_SUPP","lat","lng"
"134",144962,167600,1676,"Elmhurst College","Elmhurst","IL","www.elmhurst.edu","www.elmhurst.edu/finaid",0,3,4,2,"21","0","0","0","0","0","0","0","0","0","76","485","600","485","605","460","590","543","545","525","21","26","20","26","20","26","NULL","NULL","24","23","23","NULL","1090","1090","0","0","0","0","0.0779","0.0057","0.0269","0","0.0751","0","0","0.0113","0","0","0.0326","0.0028","0","0.0609","0.0212","0","0.0057","0.0496","0.0028","0.0028","0.0184","0","0.1076","0.0227","0","0.051","0","0","0","0","0.051","0.1374","0.2125","0.0241","0","2752","0.6701","0.0501","0.1701","0.0563","0.0004","0.0015","0.0331","0.0011","0.0174","0.0385",1,"NULL","20678","NULL","NULL","NULL","NULL","NULL","16982","17915","18658","21079","24355","0.3228","0.7941","NULL","NULL","NULL","0.8111","0.1345","47300","0.753","21500","222.304745944118","0.7162698413","NULL","0.7035",41.88353,-87.946413
"135",144971,167800,1678,"Eureka College","Eureka","IL","www.eureka.edu","www.eureka.edu/NetPriceCalculator1314/",0,3,3,2,"31","0","0","0","0","0","0","0","0","0","61","510","630","530","640","530","610","570","585","570","19","25","18","27","18","26","NULL","NULL","22","23","22","NULL","1033","1033","0","0.0061","0","0","0.0736","0","0.0061","0","0.1472","0","0","0","0","0","0.0675","0.0061","0","0.0613","0.0184","0","0","0.0675","0.0123","0","0.0307","0","0.0613","0.0859","0","0.0184","0","0","0","0","0.0429","0","0.2331","0.0613","0","685","0.8394","0.0467","0.0263","0.0073","0.0029","0.0044","0.0394","0.0088","0.0248","0.0467",1,"NULL","15133","NULL","NULL","NULL","NULL","NULL","11488","14532","14933","20110","15170","0.4127","0.8155","NULL","NULL","NULL","0.7696","0.0576","34000","0.672","25375","262.371298992185","0.6659340659","NULL","0.5203",40.72143,-89.27286
"136",145336,914500,9145,"Governors State University","University Park","IL","www.govst.edu/","www.govst.edu/netprice.htm",0,3,4,1,"41","0","0","0","0","0","0","0","0","0","NULL","455","570","400","500","430","450","513","450","440","17","21","16","22","16","20","5","7","19","19","18","6","911","911","0","0","0","0","0.0399","0","0.0355","0","0.0344","0","0","0","0","0","0.0244","0.1863","0","0.0211","0.0166","0","0","0","0","0","0.0055","0","0.1175","0.102","0.0455","0.0078","0","0","0","0","0.0033","0.1907","0.1685","0.0011","0","3526","0.3642","0.38","0.1126","0.0136","0.002","0.0006","0.0218","0.0108","0.0944","0.4728",1,"18082","NULL","16925","17844","19555","21674","22243","NULL","NULL","NULL","NULL","NULL","0.5305","0.5877","NULL","NULL","NULL","0.6226","0.5681","39500","0.673","17250","178.360784536559","0.4757333333","NULL","NULL",41.477816,-87.683188
"137",145372,168400,1684,"Greenville College","Greenville","IL","www.greenville.edu","costcalculator.greenville.edu/",0,3,4,2,"32","0","0","0","0","0","0","0","0","0","64","440","530","430","540","410","520","485","485","465","19","25","18","25","17","25","6","8","22","22","21","7","1022","1022","0","0","0","0","0.0176","0.0396","0","0","0.1586","0","0","0.0088","0","0","0.0264","0.0044","0","0.1013","0.0132","0","0.0088","0.0485","0.0308","0.0308","0.0176","0","0.0396","0.0352","0.0573","0.0132","0","0","0","0","0.0749","0","0.2511","0.022","0","1042","0.6248","0.0979","0.0566","0.0096","0.0067","0.001","0.0038","0.025","0.1747","0.023",1,"NULL","19683","NULL","NULL","NULL","NULL","NULL","16473","15778","18791","21031","24851","0.3898","0.8246","NULL","NULL","NULL","0.8359","0.0817","36300","0.621","23100","238.84835494461","0.6206185567","NULL","0.5161",38.884421,-89.423032
"138",145497,168500,1685,"Hebrew Theological College","Skokie","IL","www.htc.edu/","www.htc.edu/component/k2/item/211-tution-net-price-calculator.html",0,3,4,2,"13","0","0","0","0","0","0","0","0","0","80","490","600","450","570","460","570","545","510","515","19","25","20","27","17","24","NULL","NULL","22","24","21","NULL","1048","1048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","476","0.9979","0","0","0","0","0","0","0","0.0021","0.0357",1,"NULL","31188","NULL","NULL","NULL","NULL","NULL","30579","30761","30788","33479","35427","0.5752","0.2166","NULL","NULL","NULL","0.0788","0.021","21400","0.446","PrivacySuppressed","PrivacySuppressed","0.78","NULL","0.0927",42.035259,-87.729928
"139",145600,177600,1776,"University of Illinois at Chicago","Chicago","IL","www.uic.edu","www.financialaid.uic.edu/npcalc.shtml",0,3,4,1,"11","0","0","0","0","1","1","0","0","0","NULL","470","590","520","670","480","590","530","595","535","21","26","21","27","21","27","NULL","NULL","24","24","24","NULL","1092","1092","0","0","0.0133","0.0081","0.0198","0","0.0353","0","0.0255","0.1158","0.0003","0.0106","0","0","0.0252","0","0","0.1302","0.0103","0","0.006","0.0418","0.0035","0","0.0187","0","0.1334","0.0399","0","0.0781","0","0","0","0","0.0412","0.0789","0.1513","0.0127","0","17368","0.3403","0.0818","0.2843","0.2241","0.0009","0.002","0.0268","0.0246","0.0153","0.0779",1,"13527","NULL","9576","10507","15049","22520","23738","NULL","NULL","NULL","NULL","NULL","0.5159","0.8147","NULL","0.4737","NULL","0.4855","0.1033","52200","0.734","18750","193.870417974521","0.6798674661","NULL","0.5972",41.850033,-87.650052
"140",145637,177500,1775,"University of Illinois at Urbana-Champaign","Champaign","IL","www.illinois.edu/","www.osfa.illinois.edu/resources/calculators",0,3,4,1,"13","0","0","0","0","0","0","0","0","0","NULL","570","680","700","790","590","690","625","745","640","26","31","25","33","26","32","8","9","29","29","29","9","1305","1305","0.0644","0.008","0.0191","0.0116","0.0751","0","0.0343","0","0.0232","0.2041","0","0.0091","0.0076","0","0.0193","0.0021","0","0.0702","0.0233","0","0.0095","0.04","0.0022","0","0.0308","0","0.0543","0","0.0067","0.0776","0","0","0","0","0.0216","0.053","0.1233","0.0096","0","32170","0.4816","0.0551","0.0962","0.1734","0.0006","0.0007","0.0288","0.1576","0.0059","0.0192",1,"18143","NULL","6906","11154","16974","23933","27207","NULL","NULL","NULL","NULL","NULL","0.2049","0.9343","NULL","0.6364","NULL","0.3759","0.0202","57600","0.799","20500","211.96499031881","0.78","NULL","0.8466",40.11642,-88.24338
"141",145646,169600,1696,"Illinois Wesleyan University","Bloomington","IL","www.iwu.edu","https://npc.collegeboard.org/student/app/iwu",0,3,3,2,"13","0","0","0","0","0","0","0","0","0","NULL","540","640","640","730","540","670","590","685","605","25","30","25","32","25","29","NULL","NULL","28","29","27","NULL","1249","1249","0","0.0259","0","0","0","0","0.0165","0","0.0447","0","0","0.0306","0","0","0.0471","0","0","0.0871","0.0259","0","0.0165","0","0.0165","0","0.0518","0","0.12","0","0","0.0824","0","0","0","0","0.0918","0.0753","0.2424","0.0259","0","1834","0.7132","0.0403","0.0671","0.0425","0.0005","0.0005","0.0267","0.0889","0.0202","0.0071",1,"NULL","27169","NULL","NULL","NULL","NULL","NULL","19107","19453","24763","27171","32945","0.1939","0.9297","NULL","NULL","NULL","0.616","0.006","55600","0.769","27000","279.173401883311","0.8674521355","NULL","0.8174",40.476771,-88.992995
"142",146612,170700,1707,"Lewis University","Romeoville","IL","www.lewisu.edu","www.lewisu.edu/admissions/finaid/scholarshipcalculator.htm",0,3,4,2,"21","0","0","0","0","0","0","0","0","0","30","500","560","500","600","430","530","530","550","480","20","25","20","25","19","25","7","8","23","23","22","8","1051","1051","0","0.0026","0","0","0.0215","0","0.0266","0","0.0335","0","0","0","0","0.0129","0.0086","0.0232","0","0.0464","0.0069","0","0","0.0266","0.0026","0","0.0137","0","0.0584","0.1383","0.0275","0.0129","0","0.0017","0","0.1117","0.0292","0.1753","0.2105","0.0095","0","4529","0.639","0.0631","0.1914","0.0378","0.0009","0.0018","0.03","0.0102","0.0258","0.1594",1,"NULL","19809","NULL","NULL","NULL","NULL","NULL","14797","15056","17792","21928","24116","0.3165","0.8385","NULL","0","NULL","0.6644","0.2085","47300","0.722","24625","254.616482273205","0.6618247844","NULL","0.6447",41.64038,-88.069621
"143",146667,170800,1708,"Lincoln Christian University","Lincoln","IL","www.lincolnchristian.edu","npc.collegeboard.org/student/app/lincolnchristian",0,3,4,2,"32","0","0","0","0","0","0","0","0","0","48","330","470","380","520","370","440","400","450","405","19","25","18","25","17","25","7","8","22","22","21","8","1013","1013","0","0","0","0","0","0","0","0","0.0833","0","0","0","0","0","0","0.1026","0","0","0","0","0","0","0.0128","0.4679","0","0","0.0705","0","0.0705","0","0","0","0","0","0","0","0.1923","0","0","506","0.7984","0.087","0.0435","0.0119","0.0119","0.002","0.0158","0.0257","0.004","0.2016",1,"NULL","21173","NULL","NULL","NULL","NULL","NULL","17609","18466","21618","24225","24677","0.4747","0.6721","NULL","NULL","NULL","0.6789","0.322","29900","0.517","PrivacySuppressed","PrivacySuppressed","0.5980861244","NULL","0.5886",40.162779,-89.398361
"144",146719,171000,1710,"Loyola University Chicago","Chicago","IL","www.luc.edu","www.luc.edu/undergrad/financialaid/netpricecalculator/",0,3,4,2,"11","0","0","0","0","0","0","0","0","0","30","520","630","518","630","520","630","575","574","575","24","29","24","31","23","28","8","9","27","28","26","9","1195","1195","0","0.0187","0","0.0013","0.0741","0","0.0135","0","0.0275","0","0","0.0048","0","0.0357","0.0275","0","0","0.1595","0.0092","0","0.0017","0","0.0113","0.0031","0.0161","0","0.1011","0.0322","0.0153","0.0797","0","0","0","0","0.0231","0.1355","0.1821","0.027","0","10276","0.5814","0.0444","0.1425","0.1156","0.0006","0.0028","0.0498","0.049","0.0139","0.066",1,"NULL","31149","NULL","NULL","NULL","NULL","NULL","25794","25986","29013","32590","35084","0.2647","0.861","NULL","0.25","NULL","0.5873","0.0787","52000","0.763","25000","258.493890632695","0.7592592593","NULL","0.7354",41.850033,-87.650052
"145",147013,172200,1722,"McKendree University","Lebanon","IL","www.mckendree.edu","https://mckendree.studentaidcalculator.com/survey.aspx",0,3,4,2,"21","0","0","0","0","0","0","0","0","0","71","450","550","420","530","400","490","500","475","445","19","24","19","24","18","25","NULL","NULL","22","22","22","NULL","1006","1006","0","0.0077","0","0","0.0309","0","0.0426","0","0.0658","0","0","0.0019","0","0","0.0174","0.0039","0","0.029","0.0271","0","0.0019","0.0251","0.0077","0","0.0058","0","0.0658","0","0","0.0658","0","0","0","0","0.0058","0.2186","0.3656","0.0116","0","2292","0.6793","0.1422","0.0462","0.0105","0.0092","0.0017","0.0218","0.0196","0.0694","0.2068",1,"NULL","18733","NULL","NULL","NULL","NULL","NULL","14123","15630","17408","22033","23587","0.3641","0.7097","NULL","NULL","NULL","0.5756","0.3493","45800","0.677","23250","240.399318288406","0.583032491","NULL","0.5612",38.605448,-89.82823
"146",147244,172400,1724,"Millikin University","Decatur","IL","https://www.millikin.edu","https://millikin.studentaidcalculator.com",0,3,4,2,"13","0","0","0","0","0","0","0","0","0","66","480","590","460","590","450","590","535","525","520","20","26","19","27","18","26","6","8","23","23","22","7","1069","1069","0","0","0","0","0.0597","0","0","0","0.1128","0","0","0.0044","0","0","0.0376","0","0","0.0553","0.0022","0","0","0.0465","0.0066","0","0.0265","0","0.0221","0","0.0288","0.0288","0","0","0","0","0.2124","0.135","0.208","0.0133","0","2012","0.7321","0.1352","0.0596","0.0119","0.002","0","0.0368","0.0159","0.0065","0.0244",1,"NULL","20429","NULL","NULL","NULL","NULL","NULL","16962","17876","19709","22330","25169","0.42","0.7332","NULL","0","NULL","0.758","0.1228","42200","0.697","27000","279.173401883311","0.6575907591","NULL","0.6068",39.839477,-88.946486
"147",147679,173500,1735,"North Park University","Chicago","IL","www.northpark.edu","www.northpark.edu/Financial-Aid/Undergraduate/Cost/Net-Price-Calculator",0,3,4,2,"11","0","0","0","0","0","0","0","0","0","37","450","580","460","590","450","570","515","525","510","19","24","19","25","18","24","NULL","NULL","22","22","21","NULL","1014","1014","0","0.0056","0","0","0.0579","0","0","0","0.0636","0","0","0.0075","0","0","0.0168","0","0","0.0561","0.0056","0","0.0037","0.0598","0","0.0243","0.0112","0","0.0393","0.0411","0","0.0262","0","0","0","0","0.0374","0.2449","0.2785","0.0206","0","2139","0.4942","0.0837","0.2151","0.065","0.0014","0.014","0.0444","0.0514","0.0309","0.1272",1,"NULL","18443","NULL","NULL","NULL","NULL","NULL","15315","16702","17380","20313","24209","0.3986","0.7494","NULL","NULL","NULL","0.7129","0.179","42400","0.666","26250","271.41858516433","0.6756978654","NULL","0.5296",41.850033,-87.650052
"148",147703,173700,1737,"Northern Illinois University","Dekalb","IL","www.niu.edu","www.niu.edu/bursar/tuition/estimator.shtml",0,3,4,1,"23","0","0","0","0","0","0","0","0","0","NULL","450","530","450","550","410","520","490","500","465","19","25","19","25","18","25","6","8","22","22","22","7","1029","1029","0","0.0066","0","0","0.077","0","0.0222","0","0.0606","0.0415","0.0231","0.0127","0.0531","0","0.0245","0.0317","0","0.0332","0.0156","0","0.0014","0.0208","0.0037","0","0.0251","0","0.0608","0","0.0043","0.0882","0","0","0","0","0.0444","0.1799","0.1497","0.0199","0","14952","0.5718","0.1596","0.1542","0.0501","0.0015","0.0013","0.0348","0.0182","0.0084","0.1197",1,"19259","NULL","17030","17215","19448","21565","23792","NULL","NULL","NULL","NULL","NULL","0.4452","0.7243","NULL","0.5814","NULL","0.6674","0.1605","43900","0.71","23859","246.696229464219","0.6127585075","NULL","0.4995",41.92947,-88.75036
"149",147767,173900,1739,"Northwestern University","Evanston","IL","www.northwestern.edu","ug-finaid.northwestern.edu/college_cost_calculator.html",0,3,4,2,"13","0","0","0","0","0","0","0","0","0","NULL","690","760","710","800","680","770","725","755","725","31","34","33","35","30","35","8","10","33","34","33","9","1460","1460","0","0.0085","0.0031","0.0066","0.2124","0","0.0201","0","0.005","0.1489","0","0.012","0","0.005","0.0232","0.0008","0","0.0507","0.0259","0","0.0085","0","0.0058","0","0.0162","0","0.0727","0","0.0398","0.1679","0","0","0","0","0.0832","0.0159","0.0456","0.0221","0","8576","0.5037","0.0599","0.1151","0.174","0.0003","0","0.0458","0.0827","0.0184","0.042",1,"NULL","28155","NULL","NULL","NULL","NULL","NULL","13940","11545","16275","25071","42662","0.1376","0.9686","NULL","NULL","NULL","0.3008","0.045","65900","0.848","19378","200.363784507214","0.8688693856","NULL","0.9303",42.049148,-87.702155
"150",148405,174800,1748,"Rockford University","Rockford","IL","www.rockford.edu","www.rockford.edu/admission/financialaid/netpricecalculator/",0,3,4,2,"12","0","0","0","0","0","0","0","0","0","NULL","400","560","430","520","430","550","480","475","490","19","24","20","24","17","24","NULL","NULL","22","22","21","NULL","1007","1007","0","0","0","0","0","0","0","0","0.1588","0","0","0.0144","0.0578","0","0.0144","0","0","0.0578","0.0325","0","0","0","0","0","0","0","0.0542","0","0","0.083","0","0","0","0","0.0505","0.231","0.2166","0.0289","0","1033","0.6689","0.0852","0.1375","0.0155","0.001","0","0.0329","0.0126","0.0465","0.1142",1,"NULL","21201","NULL","NULL","NULL","NULL","NULL","19836","18341","21462","22480","25304","0.5151","0.6531","NULL","NULL","NULL","0.802","0.2979","43100","0.71","25000","258.493890632695","0.5988934993","NULL","0.4333",42.27113,-89.094
"151",148487,174900,1749,"Roosevelt University","Chicago","IL","www.roosevelt.edu","https://roosevelt.studentaidcalculator.com/survey.aspx",0,3,4,2,"11","0","0","0","0","0","0","0","0","0","NULL","470","635","470","610","460","600","553","540","530","19","25","19","26","18","25","NULL","NULL","22","23","22","NULL","1038","1038","0","0","0","0","0.0223","0","0.0257","0","0.0547","0","0","0","0","0.0268","0.0301","0.029","0","0.0703","0.0179","0","0.0112","0","0","0","0.0045","0","0.1339","0.0547","0.0022","0.0614","0","0","0","0","0.0692","0.0045","0.3661","0.0156","0","3197","0.4495","0.1799","0.2349","0.05","0.0016","0.0022","0.0266","0.0407","0.0147","0.2021",1,"NULL","22229","NULL","NULL","NULL","NULL","NULL","19455","20587","22045","23894","27732","0.4558","0.645","NULL","0.4286","NULL","0.7306","0.2776","42700","0.687","23896","247.078800422355","0.4568124322","NULL","0.3393",41.850033,-87.650052
"152",148496,175000,1750,"Dominican University","River Forest","IL","www.dom.edu/","https://dom.studentaidcalculator.com/survey.aspx",0,3,4,2,"21","0","0","0","0","0","1","0","0","0","30","440","580","420","550","400","480","510","485","440","19","24","18","24","18","24","NULL","NULL","22","21","21","NULL","1010","1010","0","0.007","0","0.0046","0.0186","0","0.0348","0","0.0162","0","0","0.0325","0.0023","0.0162","0.0302","0.0046","0","0.051","0.0162","0","0.0835","0","0","0.007","0.0116","0","0.0974","0","0","0.1253","0","0","0","0","0.0394","0.1485","0.2297","0.0232","0","2241","0.3784","0.0665","0.4761","0.0259","0.0009","0.0022","0.0071","0.0286","0.0143","0.0759",1,"NULL","18246","NULL","NULL","NULL","NULL","NULL","15558","16743","19091","21519","22341","0.5058","0.7865","NULL","NULL","NULL","0.7701","0.1144","45600","0.738","25000","258.493890632695","0.6415500538","NULL","0.6102",41.89781,-87.81395
"153",148584,166400,1664,"University of St Francis","Joliet","IL","www.stfrancis.edu","https://www.stfrancis.edu/admissions/financial-aid/np-calculator/",0,3,4,2,"21","0","0","0","0","0","0","0","0","0","30","470","530","470","630","450","490","500","550","470","21","25","20","25","20","26","NULL","NULL","23","23","23","NULL","1069","1069","0","0","0","0","0.0248","0","0.0124","0","0.0842","0","0","0","0","0","0.0099","0.0248","0","0.0644","0.0223","0","0","0.0396","0","0.0025","0","0","0.0396","0.0446","0.0446","0.0124","0","0","0","0","0.0198","0.448","0.099","0.0074","0","1642","0.6742","0.0755","0.1608","0.0238","0.0037","0.003","0.0311","0.0158","0.0122","0.2052",1,"NULL","17613","NULL","NULL","NULL","NULL","NULL","13365","15154","17679","20296","20617","0.3842","0.7639","NULL","NULL","NULL","0.6776","0.2896","47600","0.807","25000","258.493890632695","0.6163175303","NULL","0.608",41.509668,-88.180211
"154",148627,176800,1768,"Saint Xavier University","Chicago","IL","WWW.SXU.EDU","www.sxu.edu/Administrative/Financial_Aid/calculator.asp",0,3,4,2,"11","0","0","0","0","0","1","0","0","0","30","460","520","490","530","460","540","490","510","500","19","23","19","24","17","24","7","8","21","22","21","8","990","990","0","0","0","0","0.0245","0","0.0274","0","0.1053","0","0","0.0101","0","0","0.0202","0.0649","0","0.0722","0.0058","0","0","0","0.0087","0","0.0144","0","0.1082","0.0418","0","0.0404","0","0","0","0","0.0231","0.2006","0.2222","0.0101","0","2966","0.4488","0.1376","0.324","0.0266","0.0027","0","0.0239","0.002","0.0344","0.1187",1,"NULL","16330","NULL","NULL","NULL","NULL","NULL","13756","14989","16886","20116","21001","0.5192","0.7211","NULL","0.3333","NULL","0.7347","0.1398","44400","0.739","24022","248.381609631144","0.6073953235","NULL","0.5147",41.850033,-87.650052
"155",148654,933300,9333,"University of Illinois at Springfield","Springfield","IL","www.uis.edu","www.uis.edu/financialaid/cost/index.html",0,3,4,1,"12","0","0","0","0","0","0","0","0","0","NULL","430","530","510","600","428","600","480","555","514","20","26","20","26","18","25","6","8","23","23","22","7","1068","1068","0","0.0115","0","0","0.0693","0","0.1486","0","0","0","0","0","0","0.0144","0.0433","0.0548","0","0.0404","0.0433","0","0.0072","0","0.0043","0","0.0115","0","0.0794","0.0592","0.0404","0.0418","0","0","0","0","0.0173","0.0072","0.2626","0.0433","0","2857","0.6255","0.1561","0.0686","0.0375","0.0021","0.0011","0.0284","0.0487","0.0322","0.3451",1,"12566","NULL","10879","11869","11802","13707","17645","NULL","NULL","NULL","NULL","NULL","0.3782","0.7682","NULL","0.6667","NULL","0.5201","0.3858","43000","0.703","18793","194.315027466409","0.5885714286","NULL","0.483",39.800698,-89.648801
"156",149231,175900,1759,"Southern Illinois University-Edwardsville","Edwardsville","IL","www.siue.edu","siue.studentaidcalculator.com/welcome.aspx",0,3,4,1,"21","0","0","0","0","0","0","0","0","0","NULL","430","558","470","615","440","570","494","543","505","20","26","20","26","18","26","6","8","23","23","22","7","1070","1070","0","0","0","0","0.0457","0","0.0182","0","0.0779","0.0783","0.0103","0.0061","0","0","0.0396","0.0019","0","0.0606","0.0079","0","0","0.0382","0.0014","0","0.0154","0","0.0634","0.0443","0.0228","0.0648","0","0","0","0","0.0382","0.1506","0.1921","0.0224","0","11717","0.7315","0.1529","0.0411","0.0166","0.0025","0.001","0.0314","0.0109","0.0121","0.1533",1,"16712","NULL","12214","13603","17957","19885","20039","NULL","NULL","NULL","NULL","NULL","0.3601","0.7444","NULL","0.303","NULL","0.5871","0.1396","41000","0.706","21430.5","221.586132928159","0.6060080878","NULL","0.4992",38.841819,-89.877841
"157",149639,177800,1778,"VanderCook College of Music","Chicago","IL","www.vandercook.edu","www.vandercook.edu/admissions/net-price-calculator/",0,3,4,2,"11","0","0","0","0","0","0","0","0","0","NULL","368","472","478","612","480","510","420","545","495","22","28","23","30","19","27","6","8","25","27","23","7","1107","1107","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104","0.6154","0.0769","0.2115","0.0192","0","0","0.0385","0.0192","0.0192","0.0769",1,"NULL","25287","NULL","NULL","NULL","NULL","NULL","26573","25474","22806","25545","26611","0.3378","0.8","NULL","NULL","NULL","0.6081","0.1299","PrivacySuppressed","PrivacySuppressed","27000","279.173401883311","0.6575342466","NULL","0.7",41.850033,-87.650052
"158",149781,178100,1781,"Wheaton College","Wheaton","IL","www.wheaton.edu","www.wheaton.edu/Admissions-and-Aid/Financial-Aid/Cost/Net-Price-Calculator",0,3,4,2,"21","0","0","0","0","0","0","0","0","0","88","600","710","600","700","590","700","655","650","645","27","32","27","34","26","31","8","9","30","31","29","9","1314","1314","0","0.0068","0","0","0.0765","0","0.0119","0","0.0425","0.0102","0","0.0306","0","0","0.0782","0","0","0.0493","0.0221","0","0.0187","0","0.0306","0.0816","0.0544","0","0.0544","0","0","0.1241","0","0","0","0","0.0952","0.0714","0.102","0.0391","0","2447","0.756","0.0266","0.0552","0.0866","0.0004","0","0.047","0.027","0.0012","0.0155",1,"NULL","25260","NULL","NULL","NULL","NULL","NULL","17752","14939","18489","22699","33903","0.199","0.9472","NULL","1","NULL","0.4774","0.0053","45200","0.64","22500","232.644501569425","0.9030390738","NULL","0.8917",41.87272,-88.112442
"159",150136,178600,1786,"Ball State University","Muncie","IN","www.bsu.edu","https://bsu.studentaidcalculator.com/welcome.aspx",0,3,4,1,"13","0","0","0","0","0","0","0","0","0","NULL","510","600","500","590","490","580","555","545","535","20","24","NULL","NULL","NULL","NULL","NULL","NULL","22","NULL","NULL","NULL","1070","1070","0","0.0086","0.0305","0.0005","0.1254","0","0.0139","0","0.1136","0.0003","0.0152","0.0198","0.0479","0.007","0.0168","0.0773","0","0.0353","0.0053","0","0","0.0184","0.0013","0","0.0099","0","0.0388","0.0273","0.0179","0.039","0","0","0","0","0.0636","0.0989","0.1551","0.0123","0","15689","0.811","0.0779","0.0424","0.0104","0.0004","0.0012","0.0271","0.0168","0.0129","0.0677",1,"15201","NULL","8671","11083","15525","19406","20602","NULL","NULL","NULL","NULL","NULL","0.339","0.8167","NULL","0.625","NULL","0.6037","0.0699","39400","0.669","25000","258.493890632695","0.6341144129","NULL","0.5954",40.142124,-85.389874
"160",150145,178700,1787,"Bethel College-Indiana","Mishawaka","IN","www.bethelcollege.edu","www.bethelcollege.edu/academics-programs/undergrad/financial-aid/net-price-calculator.html",0,3,4,2,"13","0","0","0","0","0","0","0","0","0","87","440","560","440","560","420","540","500","500","480","19","26","19","26","19","26","NULL","NULL","23","23","23","NULL","1026","1026","0","0","0","0","0.0132","0","0","0","0.0811","0","0","0.0175","0","0.0044","0.0154","0.1096","0","0.0175","0.0175","0","0","0.0263","0.0154","0.0811","0.0044","0","0.0307","0.0307","0.0702","0.0219","0","0","0","0","0.0219","0.1732","0.2434","0.0044","0","1436","0.7611","0.1086","0.0675","0.0139","0.0042","0.0028","0.0327","0.0084","0.0007","0.1866",1,"NULL","16996","NULL","NULL","NULL","NULL","NULL","13175","13248","16719","21007","22422","0.4875","0.7773","NULL","0.6667","NULL","0.6681","0.2774","35500","0.641","26065","269.505730373648","0.6377063423","NULL","0.6666",41.615082,-86.14782
"161",150163,178800,1788,"Butler University","Indianapolis","IN","www.butler.edu","legacy.butler.edu/financial-aid/net-price-calculator/",0,3,4,2,"11","0","0","0","0","0","0","0","0","0","NULL","520","620","530","630","510","610","570","580","560","25","30","24","31","25","29","NULL","NULL","28","28","27","NULL","1209","1209","0","0","0","0.0013","0.0788","0.0175","0.0125","0","0.1139","0","0","0.005","0","0","0.0213","0.0013","0","0.0601","0.0075","0","0.0125","0","0.0075","0","0.0401","0","0.0488","0","0","0.0788","0","0","0","0","0.1089","0.1089","0.2691","0.0063","0","4001","0.8178","0.0425","0.0412","0.03","0.0015","0","0.0227","0.0072","0.037","0.0117",1,"NULL","32575","NULL","NULL","NULL","NULL","NULL","24172","27254","29737","31842","36619","0.1519","0.8906","NULL","1","NULL","0.5522","0.0104","54700","0.799","27000","279.173401883311","0.8448033708","NULL","0.77",39.775092,-86.13216
"162",150400,179200,1792,"DePauw University","Greencastle","IN","www.depauw.edu","www.depauw.edu/admission/financial-aid/tuition-fees/net-price-calculator/",0,3,3,2,"32","0","0","0","0","0","0","0","0","0","NULL","510","620","550","670","520","620","565","610","570","25","29","25","31","24","29","NULL","NULL","27","28","27","NULL","1208","1208","0","0.024","0","0.008","0.1138","0","0.0858","0","0.024","0","0","0.0279","0","0","0.0818","0","0","0.1257","0.022","0","0.0359","0.0399","0.016","0","0.0479","0","0.0539","0","0","0.2016","0","0","0","0","0.0679","0","0","0.024","0","2229","0.7052","0.0525","0.0368","0.0354","0.0027","0","0.0673","0.079","0.0211","0.004",1,"NULL","24556","NULL","NULL","NULL","NULL","NULL","14489","17510","20283","25261","33473","0.1948","0.9377","NULL","NULL","NULL","0.4358","0.0031","50700","0.743","25588","264.573666940376","0.8043844857","NULL","0.8102",39.699485,-86.857172
