"","UNITID","OPEID","OPEID6","INSTNM","CITY","STABBR","INSTURL","NPCURL","HCM2","PREDDEG","HIGHDEG","CONTROL","LOCALE","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","SAT_AVG_ALL","PCIP01","PCIP03","PCIP04","PCIP05","PCIP09","PCIP10","PCIP11","PCIP12","PCIP13","PCIP14","PCIP15","PCIP16","PCIP19","PCIP22","PCIP23","PCIP24","PCIP25","PCIP26","PCIP27","PCIP29","PCIP30","PCIP31","PCIP38","PCIP39","PCIP40","PCIP41","PCIP42","PCIP43","PCIP44","PCIP45","PCIP46","PCIP47","PCIP48","PCIP49","PCIP50","PCIP51","PCIP52","PCIP54","DISTANCEONLY","UGDS","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","UGDS_NRA","UGDS_UNKN","PPTUG_EF","CURROPER","NPT4_PUB","NPT4_PRIV","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT44_PRIV","NPT45_PRIV","PCTPELL","RET_FT4","RET_FTL4","RET_PT4","RET_PTL4","PCTFLOAN","UG25ABV","MD_EARN_WNE_P10","GT_25K_P6","GRAD_DEBT_MDN_SUPP","GRAD_DEBT_MDN10YR_SUPP","RPY_3YR_RT_SUPP","C150_L4_POOLED_SUPP","C150_4_POOLED_SUPP","lat","lng"
"1",100654,100200,1002,"Alabama A & M University","Normal","AL","www.aamu.edu/","www2.aamu.edu/scripts/netpricecalc/npcalc.htm",0,3,4,1,"12","1","0","0","0","0","0","0","0","0","NULL","383","470","360","480","370","457","427","420","414","16","19","14","20","15","18","NULL","NULL","18","17","17","NULL","850","850","0.0446","0.0023","0.0094","0","0","0.0164","0.0634","0","0.1268","0.1432","0.0587","0","0.0188","0","0.0235","0.0423","0","0.1009","0.0094","0","0","0","0","0","0.0188","0","0.0282","0.0282","0.0516","0.0399","0","0","0","0","0.0258","0","0.1479","0","0","4505","0.034","0.9216","0.0058","0.0018","0.0022","0.0018","0","0.0062","0.0266","0.0626",1,"13435","NULL","13075","12458","15857","16022","14646","NULL","NULL","NULL","NULL","NULL","0.7249","0.5779","NULL","0.3077","NULL","0.8159","0.0877","29900","0.453","35000","361.891446885773","0.2458495231","NULL","0.3303",34.733964,-86.522913
"2",100751,105100,1051,"The University of Alabama","Tuscaloosa","AL","www.ua.edu/","financialaid.ua.edu/net-price-calculator/",0,3,4,1,"13","0","0","0","0","0","0","0","0","0","NULL","490","600","490","610","480","600","545","550","540","22","31","22","32","21","29","7","8","27","27","25","8","1181","1181","0","0.0039","0","0.0035","0.107","0","0.0067","0","0.0696","0.0788","0","0.0071","0.0714","0","0.0164","0","0","0.0378","0.0083","0","0.0256","0","0.0041","0","0.0095","0","0.035","0.0286","0.0102","0.0364","0","0","0","0","0.0295","0.1065","0.2886","0.0155","0","31005","0.7807","0.1092","0.0399","0.0113","0.0035","0.0009","0.0271","0.0245","0.0029","0.0825",1,"20575","NULL","17263","19279","21309","22594","23599","NULL","NULL","NULL","NULL","NULL","0.2009","0.8647","NULL","0.4667","NULL","0.4059","0.081","42700","0.695","23750","245.56919610106","0.5911430119","NULL","0.6638",33.170238,-87.616169
"3",100858,100900,1009,"Auburn University","Auburn","AL","www.auburn.edu","www.auburn.edu/admissions/money-matters.html",0,3,4,1,"13","0","0","0","0","0","0","0","0","0","NULL","530","630","540","650","520","620","580","595","570","24","30","25","32","23","28","7","8","27","29","26","8","1218","1218","0.0433","0.0152","0.0175","0","0.0533","0","0.0066","0","0.0939","0.1741","0","0.0135","0.0331","0","0.0155","0","0","0.0873","0.0091","0","0.0223","0","0.0015","0","0.0135","0","0.0329","0","0.0214","0.0407","0","0","0","0","0.0367","0.0575","0.1989","0.0122","0","21551","0.842","0.0671","0.0323","0.025","0.0063","0.0001","0.0057","0.0131","0.0085","0.0894",1,"22183","NULL","17216","19189","22210","24383","25805","NULL","NULL","NULL","NULL","NULL","0.1631","0.898","NULL","0.6923","NULL","0.347","0.0427","47100","0.741","21500","222.304745944118","0.731666973","NULL","0.7188",32.547542,-85.468222
"4",101189,100300,1003,"Faulkner University","Montgomery","AL","www.faulkner.edu","www.faulkner.edu/net-price-calculator-form/",0,3,4,2,"12","0","1","0","0","0","0","0","0","0","74","430","520","440","510","430","510","475","475","470","18","24","18","24","16","23","NULL","NULL","21","21","20","NULL","985","985","0","0","0","0","0","0","0.0112","0","0.0412","0","0","0","0","0.015","0.015","0.03","0","0.0112","0.0037","0","0","0.0318","0","0.0094","0","0","0.0206","0.1592","0","0.0075","0","0","0","0","0.0225","0.0412","0.5768","0.0037","0","2282","0.3996","0.5079","0.0241","0.0026","0.0061","0.0026","0.0193","0.0215","0.0162","0.2244",1,"NULL","23970","NULL","NULL","NULL","NULL","NULL","23712","25216","24682","23567","21981","0.5596","0.5669","NULL","0.5","NULL","0.7105","0.4353","35900","0.614","21750","224.889684850445","0.3014899211","NULL","0.2553",32.356988,-86.257817
"5",101453,2199700,21997,"Heritage Christian University","Florence","AL","www.hcu.edu","www.hcu.edu/netpricecalculator/",0,3,4,2,"13","0","0","0","0","0","0","0","0","0","74","380","660","400","610","300","560","520","505","430","14","17","11","16","16","17","11","12","16","14","17","12","848","848","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","0.7586","0.1552","0.0172","0","0.0345","0","0.0172","0.0172","0","0.4655",1,"NULL","11194","NULL","NULL","NULL","NULL","NULL","11464","10925","NULL","NULL","NULL","0.5806","0","NULL","NULL","NULL","0.3226","0.5862","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed",34.82298,-87.661652
"6",101587,102400,1024,"University of West Alabama","Livingston","AL","www.uwa.edu","secure.uwa.edu/calculator/npcalc.htm",0,3,4,1,"43","0","1","0","0","0","0","0","0","0","NULL","430","530","360","560","420","530","480","460","475","18","21","18","22","19","20","NULL","NULL","20","20","20","NULL","930","930","0","0","0","0","0.0571","0","0","0","0.1878","0","0.0245","0","0","0","0.0122","0","0","0.0776","0.0286","0","0.0163","0.0449","0","0","0.0163","0","0.0367","0","0","0.0204","0","0.0245","0","0","0","0.2","0.2286","0.0245","0","1913","0.4511","0.4004","0.0225","0.0026","0.0016","0.0016","0.0183","0.0633","0.0387","0.1093",1,"12733","NULL","10626","11313","14450","14599","14637","NULL","NULL","NULL","NULL","NULL","0.5343","0.6637","NULL","0","NULL","0.6826","0.1436","36200","0.503","26489","273.889786758778","0.361612515","NULL","0.3099",32.5843,-88.18725
"7",101709,100400,1004,"University of Montevallo","Montevallo","AL","www.montevallo.edu","www.montevallo.edu/admissions/undergraduate-admissions/financial-aid/net-price-calculator/",0,3,4,1,"21","0","0","0","0","0","0","0","0","0","NULL","455","595","475","580","470","585","525","528","528","20","26","21","28","18","24","NULL","NULL","23","25","21","NULL","1069","1069","0","0","0","0","0.0533","0","0","0","0.06","0","0","0.0333","0.0333","0","0.1033","0","0","0.0433","0.0233","0","0","0.06","0","0","0.0233","0","0.0867","0","0.03","0.0367","0","0","0","0","0.14","0.0933","0.13","0.05","0","2553","0.7164","0.1492","0.0372","0.0078","0.0051","0","0.0247","0.0141","0.0454","0.0995",1,"16885","NULL","14436","15186","17994","19582","19811","NULL","NULL","NULL","NULL","NULL","0.4058","0.7698","NULL","0.6","NULL","0.5755","0.1092","33100","0.553","23383","241.774505786572","0.5227475468","NULL","0.4454",33.136658,-86.883586
"8",102049,103600,1036,"Samford University","Birmingham","AL","www.samford.edu","https://samford.studentaidcalculator.com/welcome.aspx",0,3,4,2,"21","0","0","0","0","0","0","0","0","0","54","500","610","490","610","500","610","555","550","555","23","29","23","31","21","27","NULL","NULL","26","27","24","NULL","1162","1162","0","0.0052","0","0.0013","0.0762","0","0.0116","0","0.0465","0.0039","0","0.022","0.0568","0.0323","0.0155","0.0039","0","0.0362","0.0103","0","0.0013","0.0724","0.0233","0.0026","0.0026","0","0.0336","0","0.0078","0.0181","0","0","0","0","0.053","0.3114","0.1305","0.022","0","3145","0.8143","0.069","0.0521","0.0108","0.0032","0","0.0165","0.0286","0.0054","0.035",1,"NULL","27065","NULL","NULL","NULL","NULL","NULL","21312","24845","25704","29046","30462","0.1373","0.8887","NULL","0.5","NULL","0.3287","0.0518","46300","0.738","22500","232.644501569425","0.7692307692","NULL","0.701",33.520661,-86.80249
"9",102094,105700,1057,"University of South Alabama","Mobile","AL","www.southalabama.edu","instresrch.usouthal.edu/npc/",0,3,4,1,"12","0","0","0","0","0","0","0","0","0","NULL","430","560","430","540","440","560","495","485","500","20","25","20","26","18","25","6","8","23","23","22","7","1045","1045","0","0","0","0","0.0421","0","0.0374","0","0.1007","0.0665","0","0.0083","0","0","0.0151","0","0","0.0493","0.0057","0","0.0415","0.0161","0.0036","0","0.0161","0","0.0343","0.0327","0.0166","0.0249","0","0","0","0","0.0286","0.3276","0.1199","0.013","0","11379","0.5896","0.2432","0.0279","0.0324","0.0067","0.0013","0.0279","0.0507","0.0203","0.1763",1,"15204","NULL","12171","12949","16612","19149","19654","NULL","NULL","NULL","NULL","NULL","0.4003","0.7296","NULL","0.5263","NULL","0.5745","0.1992","37000","0.623","24500","253.324012820041","0.4480568012","NULL","0.3708",30.701142,-88.103184
"10",102261,2270400,22704,"Southeastern Bible College","Birmingham","AL","sebc.edu/","sebc.edu/net-price-calculator/",0,3,3,2,"21","0","0","0","0","0","0","0","0","0","NULL","620","680","440","630","540","580","650","535","560","18","25","19","27","15","26","NULL","NULL","22","23","21","NULL","1045","1045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151","0.5828","0.3576","0.0265","0","0.0132","0","0","0.0066","0.0132","0.2781",1,"NULL","13975","NULL","NULL","NULL","NULL","NULL","12861","14901","NULL","NULL","18988","0.5549","0.5455","NULL","1","NULL","0.7572","0.596","31600","0.549","22740.5","235.131212797312","0.2888888889","NULL","0.2245",33.520661,-86.80249
"11",102614,106300,1063,"University of Alaska Fairbanks","Fairbanks","AK","www.uaf.edu","www.uaf.edu/finaid/net-price-calculator/",0,3,4,1,"23","0","0","1","0","0","0","1","0","0","NULL","480","610","480","610","450","570","545","545","510","18","26","17","25","17","26","6","8","22","21","22","7","1058","1058","0.0016","0.0293","0","0.0041","0.0146","0","0.0081","0.0358","0.0293","0.0814","0.0285","0.0212","0.0146","0.0049","0.0138","0.0545","0","0.0431","0.0024","0","0.035","0","0.0008","0","0.0163","0.0024","0.0277","0.0846","0.0358","0.0342","0.0187","0.0423","0.0049","0.0024","0.0203","0.1497","0.1326","0.0049","0","5432","0.4208","0.0208","0.0582","0.0136","0.136","0.0041","0.0438","0.0114","0.2912","0.3912",1,"9942","NULL","7088","8474","10019","13799","13339","NULL","NULL","NULL","NULL","NULL","0.228","0.7521","NULL","0.4571","NULL","0.2541","0.4638","37100","0.595","16975.5","175.522521617412","0.5337243402","NULL","0.3013",67.094545,-149.336012
"12",102669,106100,1061,"Alaska Pacific University","Anchorage","AK","www.alaskapacific.edu","https://my.alaskapacific.edu/uniquesigce3d1b55322415c149deda8964ead9cb/uniquesig0/SecureInternalMyPortalHomePage/",0,3,4,2,"11","0","0","0","0","0","0","0","0","0","71","415","570","415","545","390","520","493","480","455","17","26","15","26","17","25","NULL","NULL","22","21","21","NULL","985","985","0","0.0253","0","0","0","0","0","0","0.0506","0","0","0","0","0","0","0.0506","0","0.1772","0","0","0.0759","0.1772","0","0","0.0253","0","0.038","0","0.0759","0","0","0","0","0","0","0","0.3038","0","0","254","0.5512","0.0394","0.0236","0.0236","0.1969","0.0039","0.0984","0","0.063","0.315",1,"NULL","18218","NULL","NULL","NULL","NULL","NULL","21638","15305","13749","19850","21040","0.2761","0.5556","NULL","0","NULL","0.4847","0.461","39000","0.671","23250","240.399318288406","0.577689243","NULL","0.5802",61.220018,-149.855702
"13",105589,2065300,20653,"Prescott College","Prescott","AZ","www.prescott.edu","www.prescott.edu/apply/true-cost-calculator/index.html",0,3,4,2,"13","0","0","0","0","0","0","0","0","0","NULL","440","580","460","570","430","580","510","515","505","19","27","17","26","20","29","NULL","NULL","23","22","25","NULL","1039","1039","0.0096","0.1923","0","0.0192","0","0","0","0","0.1154","0","0","0","0","0","0.0385","0.0769","0","0","0","0","0.0288","0.1346","0","0","0.0096","0","0.2885","0","0.0192","0.0481","0","0","0","0","0","0.0192","0","0","0","397","0.665","0.0252","0.0605","0.0176","0.0353","0","0.0453","0.005","0.1461","0.2393",1,"NULL","22180","NULL","NULL","NULL","NULL","NULL","17598","19469","22352","27390","32520","0.4397","0.75","NULL","NULL","NULL","0.5991","0.3355","32500","0.528","19500","201.625234693502","0.5199240987","NULL","0.3291",34.591349,-112.426312
"14",106245,110100,1101,"University of Arkansas at Little Rock","Little Rock","AR","ualr.edu/www/","ualr.edu/finaid/npc/npcalc.htm",0,3,4,1,"12","0","0","0","0","0","0","0","0","0","NULL","420","560","450","550","440","510","490","500","475","18","24","19","25","17","24","NULL","NULL","21","22","21","NULL","990","990","0","0","0","0","0.0199","0","0.0258","0","0.0346","0.0223","0.0281","0.0252","0","0","0.0375","0.1125","0","0.0504","0.0064","0","0.0006","0","0.007","0","0.0182","0","0.0609","0.0615","0.0205","0.0305","0","0","0","0","0.0346","0.2185","0.1699","0.0152","0","7888","0.5158","0.2679","0.0731","0.0229","0.0028","0","0.0889","0.024","0.0046","0.4187",1,"12218","NULL","11601","11289","12907","14295","14084","NULL","NULL","NULL","NULL","NULL","0.4","0.7192","NULL","0.2857","NULL","0.4702","0.3881","33500","0.598","20500","211.96499031881","0.5122276567","NULL","0.2817",34.746481,-92.289595
"15",106342,108800,1088,"Lyon College","Batesville","AR","www.lyon.edu","https://my.lyon.edu/ics/default.aspx",0,3,3,2,"33","0","0","0","0","0","0","0","0","0","66","500","600","490","580","460","560","550","535","510","22","27","21","28","21","26","NULL","NULL","25","25","24","NULL","1120","1120","0","0","0","0","0","0","0","0","0","0","0","0.0244","0","0","0.0813","0","0","0.2195","0.065","0","0","0","0.0163","0","0.0488","0","0.1463","0","0","0.0976","0","0","0","0","0.0813","0","0.1626","0.0569","0","675","0.7481","0.0607","0.0667","0.0178","0.0193","0","0","0.0237","0.0637","0.003",1,"NULL","17003","NULL","NULL","NULL","NULL","NULL","13631","14275","18551","19303","19649","0.4262","0.6429","NULL","NULL","NULL","0.6526","0.0336","40500","0.623","25000","258.493890632695","0.6035714286","NULL","0.4151",35.768738,-91.652338
"16",106412,108600,1086,"University of Arkansas at Pine Bluff","Pine Bluff","AR","www.uapb.edu","www.uapb.edu/admissions/net_price_calculator.aspx",0,3,4,1,"13","1","0","0","0","0","0","0","0","0","NULL","380","500","400","500","350","485","440","450","418","16","20","14","21","16","20","NULL","NULL","18","18","18","NULL","871","871","0.0585","0.0028","0","0","0.0195","0","0.0334","0","0.0836","0","0.0529","0","0.0613","0","0.0167","0.0836","0","0.1003","0.0056","0","0","0","0","0","0.0279","0","0.0669","0.1253","0.0362","0.039","0","0","0","0","0.0279","0.0195","0.1393","0","0","2526","0.0439","0.9248","0.0131","0.0036","0.002","0","0.0008","0.0103","0.0016","0.0851",1,"7959","NULL","7380","8035","8806","12459","11061","NULL","NULL","NULL","NULL","NULL","0.723","0.7045","NULL","0.0833","NULL","0.6964","0.1395","26700","0.38","26748","276.567783465733","0.2993795243","NULL","0.2685",34.208962,-91.985946
"17",106458,109000,1090,"Arkansas State University-Main Campus","Jonesboro","AR","www.astate.edu/edu","www.astate.edu/a/finaid/tuition-fees/net-price-calculator/index.dot",0,3,4,1,"13","0","0","0","0","0","0","0","0","0","NULL","400","540","470","540","420","480","470","505","450","21","26","21","28","20","26","NULL","NULL","24","25","23","NULL","1088","1088","0.0461","0.0065","0","0","0.0428","0","0.0172","0","0.1266","0.0191","0.0042","0.0023","0","0","0.0074","0.2058","0","0.0247","0.007","0","0.0028","0.0424","0.0023","0","0.0144","0","0.0363","0.0042","0.0168","0.0466","0","0","0","0","0.02","0.1778","0.1215","0.0051","0","8909","0.7431","0.1375","0.0249","0.0073","0.0037","0.0007","0.0199","0.0559","0.0071","0.1894",1,"12152","NULL","10521","10895","12833","14686","14533","NULL","NULL","NULL","NULL","NULL","0.4565","0.7601","NULL","0.3529","NULL","0.5406","0.1934","31700","0.534","19500","201.625234693502","0.5084145261","NULL","0.397",35.835847,-90.623071
"18",106704,109200,1092,"University of Central Arkansas","Conway","AR","www.uca.edu","uca.edu/financialaid/financial-aid-net-price-calculator/",0,3,4,1,"13","0","0","0","0","0","0","0","0","0","NULL","440","540","450","570","440","550","490","510","495","20","26","20","27","19","25","NULL","NULL","23","24","22","NULL","1068","1068","0","0.0072","0","0.0007","0.0392","0","0.017","0","0.1073","0","0","0.0085","0.0654","0","0.032","0.0713","0","0.0419","0.0085","0","0.0072","0.0144","0.0039","0","0.0209","0","0.0595","0","0.0039","0.053","0","0","0","0","0.0641","0.1975","0.1602","0.0164","0","9340","0.6574","0.1843","0.0474","0.0173","0.0051","0.0011","0.0353","0.0435","0.0086","0.1183",1,"13063","NULL","11248","11913","14392","15584","15759","NULL","NULL","NULL","NULL","NULL","0.4138","0.7242","NULL","0.5641","NULL","0.5169","0.1024","36900","0.58","21415","221.425866715966","0.5746015155","NULL","0.448",35.065889,-92.362875
"19",106713,109300,1093,"Central Baptist College","Conway","AR","www.cbc.edu","www.cbc.edu/financial_aid/net_price_calculator.aspx",0,3,3,2,"13","0","0","0","0","0","0","0","0","0","54","488","508","407","445","405","450","498","426","428","18","23","17","25","18","24","NULL","NULL","21","21","21","NULL","968","968","0","0","0","0","0.0078","0","0","0","0.0234","0","0","0","0","0","0","0.1719","0","0.0234","0","0.0156","0","0","0","0.2344","0","0","0.2031","0","0","0","0","0","0","0","0","0.0391","0.2813","0","0","777","0.6667","0.2368","0.0296","0.0013","0.0167","0.0013","0.0077","0.0399","0","0.1892",1,"NULL","15829","NULL","NULL","NULL","NULL","NULL","14040","14114","15749","17357","17074","0.4336","0.6484","NULL","0.5","NULL","0.6061","0.3462","33700","0.593","25000","258.493890632695","0.5536231884","NULL","0.2991",35.065889,-92.362875
"20",107141,110000,1100,"John Brown University","Siloam Springs","AR","www.jbu.edu","info.eaglenet.jbu.edu/npc",0,3,4,2,"32","0","0","0","0","0","0","0","0","0","NULL","520","660","510","625","480","650","590","568","565","24","30","24","32","22","28","6","8","27","28","25","7","1209","1209","0","0","0","0","0.043","0","0","0","0.0841","0.0523","0.0019","0.0093","0.0505","0","0.0206","0.0168","0","0.0393","0.0019","0","0.0168","0.0318","0.0019","0.0393","0.0206","0","0.0243","0","0","0.0056","0","0","0","0","0.0972","0","0.4206","0.0224","0","1684","0.7441","0.0243","0.0594","0.016","0.0214","0.0006","0.0303","0.057","0.0469","0.092",1,"NULL","19234","NULL","NULL","NULL","NULL","NULL","15310","15745","19059","20785","23076","0.2846","0.8113","NULL","NULL","NULL","0.4603","0.1698","46200","0.729","21943","226.885257686129","0.7293986637","NULL","0.6128",36.21791,-94.383778
"21",107558,109400,1094,"University of the Ozarks","Clarksville","AR","https://www.ozarks.edu","https://admissions.ozarks.edu/secure/calc/default.aspx",0,3,3,2,"33","0","0","0","0","0","0","0","0","0","66","420","540","430","520","400","520","480","475","460","20","25","20","26","18","25","NULL","NULL","23","23","22","NULL","1034","1034","0","0.0513","0","0","0.0598","0","0","0","0.188","0","0","0.0171","0","0","0.0427","0.0427","0","0.094","0.0427","0","0","0","0.0085","0","0.0256","0","0.0256","0","0","0.0513","0","0","0","0","0.0427","0.0513","0.2564","0","0","640","0.6563","0.0609","0.1031","0.0031","0.0094","0.0016","0.0391","0.1188","0.0078","0.0109",1,"NULL","14723","NULL","NULL","NULL","NULL","NULL","12704","12719","14145","18082","21400","0.4327","0.7544","NULL","NULL","NULL","0.4736","0.0445","38700","0.509","22540","233.058091794438","0.5911111111","NULL","0.4582",35.473886,-93.516564
"22",110097,112200,1122,"Biola University","La Mirada","CA","www.biola.edu","undergrad.biola.edu/finaid/#net-price",0,3,4,2,"21","0","0","0","0","0","0","0","0","0","88","490","620","490","620","490","610","555","555","550","21","28","22","29","20","27","NULL","NULL","25","26","24","NULL","1115","1115","0","0.0033","0","0","0.1017","0","0.0066","0","0.0707","0","0","0","0","0","0.0486","0","0","0.0453","0.0033","0","0.0475","0.0155","0.0055","0.0983","0.0011","0","0.0961","0","0","0.0906","0","0","0","0","0.1282","0.0851","0.1271","0.0254","0","4219","0.4895","0.023","0.1941","0.1752","0.0014","0.0017","0.0645","0.0282","0.0225","0.0346",1,"NULL","31113","NULL","NULL","NULL","NULL","NULL","25382","26527","28864","33479","37666","0.3163","0.8505","NULL","1","NULL","0.6129","0.0522","43100","0.643","24500","253.324012820041","0.7485380117","NULL","0.694",33.786594,-118.298662
"23",110361,112500,1125,"California Baptist University","Riverside","CA","www.calbaptist.edu","https://calbaptist.studentaidcalculator.com/welcome.aspx",0,3,4,2,"11","0","0","0","0","0","1","0","0","0","75","420","540","410","540","410","530","480","475","470","17","24","17","24","16","24","NULL","NULL","21","21","20","NULL","960","960","0","0.0008","0","0","0.0569","0.0327","0.0016","0","0.0389","0.0452","0.0031","0.0047","0","0","0.0218","0.0693","0","0.0413","0.0086","0","0.0273","0.0678","0.0171","0.0093","0","0","0.0896","0.0382","0.0031","0.0483","0","0","0","0.0008","0.0202","0.1698","0.1713","0.0125","0","6604","0.3916","0.0736","0.3436","0.0491","0.0061","0.0103","0.0565","0.0204","0.0489","0.1448",1,"NULL","30628","NULL","NULL","NULL","NULL","NULL","25711","29190","29674","32821","36771","0.5643","0.7606","NULL","0.44","NULL","0.759","0.2451","40700","0.632","27000","279.173401883311","0.5751978892","NULL","0.5825",33.99504,-117.373184
"24",110404,113100,1131,"California Institute of Technology","Pasadena","CA","www.caltech.edu","www.finaid.caltech.edu/",0,3,4,2,"12","0","0","0","0","0","0","0","0","0","NULL","730","800","770","800","730","800","765","785","765","34","35","34","35","34","36","8","10","35","35","35","9","1544","1544","0","0","0","0","0","0","0.2105","0","0","0.3509","0","0","0","0","0","0","0","0.0833","0.1184","0","0","0","0","0","0.2237","0","0","0","0","0.0044","0","0","0","0","0","0","0.0088","0","0","1001","0.2737","0.015","0.1189","0.4535","0.001","0","0.0529","0.0829","0.002","0",1,"NULL","24760","NULL","NULL","NULL","NULL","NULL","10064","8328","10264","31931","42695","0.1292","0.9733","NULL","NULL","NULL","0.2096","0.002","74200","0.805","14350","148.375493223167","PrivacySuppressed","NULL","0.9117",33.786594,-118.298662
"25",110413,113300,1133,"California Lutheran University","Thousand Oaks","CA","www.callutheran.edu/","https://www.callutheran.edu/financial-aid/tuition-fees/net-price-calculator.html",0,3,4,2,"12","0","0","0","0","0","1","0","0","0","39","500","600","500","600","490","600","550","550","545","22","27","22","27","21","28","NULL","NULL","25","25","25","NULL","1109","1109","0","0.0041","0","0","0.1374","0","0.0398","0","0","0.0137","0","0.0096","0","0","0.0302","0.0426","0","0.0659","0.0069","0","0.0179","0.0563","0.0082","0","0.0234","0","0.1181","0.0563","0","0.0659","0","0","0","0","0.0371","0","0.2582","0.0082","0","2802","0.4925","0.0385","0.2698","0.0575","0.0103","0.0054","0.0489","0.035","0.0421","0.0468",1,"NULL","28487","NULL","NULL","NULL","NULL","NULL","23962","24535","26328","29949","35053","0.2386","0.8417","NULL","NULL","NULL","0.5178","0.1036","52800","0.681","23000","237.814379382079","0.7022026432","NULL","0.66",34.170561,-118.837594
"26",110635,131200,1312,"University of California-Berkeley","Berkeley","CA","www.berkeley.edu","calculator.berkeley.edu/",0,3,4,1,"12","0","0","0","0","0","0","0","0","0","NULL","610","740","640","770","630","760","675","705","695","30","34","31","35","29","35","NULL","NULL","32","33","32","NULL","1397","1397","0","0.0398","0.0192","0.0268","0.0246","0","0.0374","0","0","0.1224","0","0.0246","0","0.0128","0.0429","0","0","0.114","0.0486","0","0.0557","0","0.0106","0","0.0375","0","0.0446","0","0.0122","0.2113","0","0","0","0","0.0303","0.0214","0.0466","0.0166","0","27496","0.2689","0.0212","0.1409","0.3527","0.0016","0.0026","0.0472","0.1371","0.0277","0.0318",1,"13262","NULL","7338","9384","12260","19289","28961","NULL","NULL","NULL","NULL","NULL","0.3114","0.9645","NULL","0.9143","NULL","0.2602","0.0613","61800","0.755","14200","146.82452987937","0.7908536585","NULL","0.9114",37.860576,-122.29673
"27",110644,131300,1313,"University of California-Davis","Davis","CA","www.ucdavis.edu","financialaid.ucdavis.edu/AidEstimator/",0,3,4,1,"23","0","0","0","0","0","0","0","0","0","NULL","510","630","560","710","530","650","570","635","590","25","31","25","32","25","31","NULL","NULL","28","29","28","NULL","1226","1226","0.0532","0.0275","0.0169","0.0131","0.0306","0","0.0216","0","0.0013","0.0997","0","0.0215","0.0374","0","0.0261","0","0","0.2051","0.0147","0","0.0251","0","0.0056","0","0.0191","0","0.0853","0","0","0.167","0","0","0","0","0.0399","0.0174","0.0559","0.016","0","28239","0.2832","0.0222","0.1872","0.3215","0.0018","0.0049","0.0524","0.1122","0.0147","0.0284",1,"15052","NULL","9986","11025","13961","21041","29289","NULL","NULL","NULL","NULL","NULL","0.4123","0.9252","NULL","0.6304","NULL","0.3933","0.0581","56300","0.704","14676","151.746253557017","0.815498155","NULL","0.8423",38.55413,-121.798469
"28",110653,131400,1314,"University of California-Irvine","Irvine","CA","www.uci.edu/","www.ofas.uci.edu/content/Calculator.aspx",0,3,4,1,"12","0","0","0","0","1","0","0","0","0","NULL","480","600","550","690","510","620","540","620","565","24","29","23","30","24","30","NULL","NULL","27","27","27","NULL","1175","1175","0","0.0039","0","0.0115","0.0075","0","0.0443","0","0.0184","0.0967","0","0.0134","0","0","0.0209","0","0","0.1127","0.0165","0","0.0385","0","0.0058","0","0.0335","0","0.1143","0","0","0.1848","0","0","0","0","0.0577","0.1186","0.0903","0.0108","0","25245","0.1493","0.0185","0.2503","0.3731","0.0005","0.0039","0.0364","0.1572","0.0107","0.0159",1,"13648","NULL","9026","10302","13674","21395","28086","NULL","NULL","NULL","NULL","NULL","0.4602","0.9298","NULL","0.4444","NULL","0.4231","0.0439","55100","0.711","17000","175.775845630232","0.7600436001","NULL","0.8724",33.757245,-117.750414
"29",110662,131500,1315,"University of California-Los Angeles","Los Angeles","CA","www.ucla.edu/","https://app.financialaid.ucla.edu/FASEstimator/",0,3,4,1,"11","0","0","0","0","0","0","0","0","0","NULL","580","710","600","760","590","730","645","680","660","28","33","28","34","27","34","NULL","NULL","31","31","31","NULL","1339","1339","0","0.0102","0.0026","0.0325","0","0","0.0177","0","0","0.0717","0","0.032","0","0","0.0421","0.0001","0","0.1526","0.0569","0","0.0469","0","0.0164","0","0.0278","0","0.1098","0","0","0.2613","0","0","0","0","0.047","0.0068","0.0277","0.038","0","29581","0.2714","0.0299","0.2063","0.2937","0.0016","0.003","0.0485","0.1265","0.0191","0.0196",1,"13328","NULL","7612","8790","12382","19557","28237","NULL","NULL","NULL","NULL","NULL","0.3524","0.9628","NULL","0.7273","NULL","0.3501","0.0513","58700","0.734","16300","168.538016692517","0.780979021","NULL","0.9104",33.973951,-118.248405
